id,business_name,country,city,maps_profile,website_status,social,contact,owner,why_need_website,quality
101,Sunnyland Farms,USA,"Albany, GA",https://maps.google.com/?q=Sunnyland+Farms+Albany+GA,"Outdated legacy cart, lacks interactive custom gift box builder",FB: SunnylandFarms / IG: @sunnylandfarms,+1 229-436-5647 | info@sunnylandfarms.com,Larry Willson (CEO),"your current site is on a legacy checkout system that lacks an interactive custom gift tin builder and modern mobile UX for gourmet holiday gifting.",High
102,Pearson Farm,USA,"Fort Valley, GA",https://maps.google.com/?q=Pearson+Farm+Fort+Valley+GA,"Standard catalog, no dynamic bundle builder for pecans and dried fruits",FB: PearsonFarmGA / IG: @pearsonfarmga,+1 888-257-3624 | customerservice@pearsonfarm.com,Al Pearson (Partner),your online store lacks a luxury direct-to-consumer gifting interface for custom roasted pecan selections and corporate orders.,High
103,Chukar Cherries,USA,"Prosser, WA",https://maps.google.com/?q=Chukar+Cherries+Prosser+WA,"Heavy desktop-first layout, slow mobile navigation",IG: @chukarcherries / FB: ChukarCherries,+1 800-624-9544 | customerservice@chukar.com,Kathleen McNally (Founder),your mobile store loading speed and checkout flow could be substantially elevated with a modern Next.js storefront and streamlined gift box customization.,High
104,Bella Viva Orchards,USA,"Hughson, CA",https://maps.google.com/?q=Bella+Viva+Orchards+Hughson+CA,"Outdated BigCommerce template, missing custom sampler box creator",IG: @bellavivaorchards / FB: BellaVivaOrchards,+1 855-338-8482 | sales@bellaviva.com,Victor Martino (President),"your vast selection of California dried apricots and heirloom nuts would drive higher cart values through an interactive 'build-a-box' bundle feature.",High
105,ApricotKing Orchards,USA,"Hollister, CA",https://maps.google.com/?q=ApricotKing+Orchards+Hollister+CA,"Basic outdated web design, non-responsive order forms",FB: ApricotKingOrchards,+1 831-637-4344 | apricotking@gmail.com,Gary Gonzales (Owner),your world-famous Blenheim dried apricots deserve an ultra-premium, modern luxury web presence instead of a basic legacy order form.,High
106,Berdoll Pecan Candy & Gift Co.,USA,"Cedar Creek, TX",https://maps.google.com/?q=Berdoll+Pecan+Cedar+Creek+TX,"Basic Shopify theme, lacks VIP corporate gifting portal",IG: @berdollpecans / FB: BerdollPecans,+1 512-321-6157 | info@berdoll.com,Jennifer Berdoll (General Manager),"your retail location and pecan vending machine draw huge foot traffic, but your online store lacks an immersive custom gift hamper experience.",High
107,San Saba River Pecan Company,USA,"San Saba, TX",https://maps.google.com/?q=San+Saba+River+Pecan+Company+TX,"Legacy Magento store, clunky multi-step checkout",FB: SanSabaRiverPecans,+1 800-832-9947 | info@sansabapecan.com,Brad Thompson (Manager),your award-winning pecan preserves and roasted nuts would benefit from a blazing fast modern storefront with instant Stripe one-click checkout.,High
108,Oliver Pecan Co.,USA,"San Saba, TX",https://maps.google.com/?q=Oliver+Pecan+Co+San+Saba+TX,"Standard catalog site, no interactive subscription or corporate portal",FB: OliverPecanCo,+1 800-657-9291 | orders@oliverpecan.com,Clinton Oliver (Owner),your family orchard has generations of trust, but the current website lacks modern visual storytelling and corporate gifting bundles.,High
109,Royalty Pecan Farms,USA,"Caldwell, TX",https://maps.google.com/?q=Royalty+Pecan+Farms+Caldwell+TX,"Outdated WordPress site, no dynamic gift box builder",IG: @royaltypecans / FB: RoyaltyPecanFarms,+1 979-567-3921 | info@royaltypecans.com,Andy Sherrod (Farm Manager),your beautiful farm tours and estate pecans deserve a cinematic, high-converting digital storefront with automated order management.,High
110,Durham Pecan Company,USA,"Comanche, TX",https://maps.google.com/?q=Durham+Pecan+Company+Comanche+TX,"Informational wholesale site with no modern DTC cart",FB: DurhamPecan,+1 325-356-5274 | sales@durhampecan.com,Kenneth Durham (Owner),you are missing direct-to-consumer retail revenue by not having a dedicated, luxury retail storefront alongside your wholesale operations.,High
111,Ellis Bros. Pecans,USA,"Vienna, GA",https://maps.google.com/?q=Ellis+Bros+Pecans+Vienna+GA,"Legacy e-commerce store with high mobile bounce rates",FB: EllisBrosPecans / IG: @ellisbrospecans,+1 800-635-0616 | info@werpecans.com,Slade Ellis (Co-Owner),your I-75 traveler destination has incredible customer brand love, but the web store UI feels dated and struggles on smartphones.,High
