id,business_name,country,city,maps_profile,website_status,social,contact,owner,why_need_website,quality
201,Fastachi Handmade Roasted Nuts,USA,"Watertown, MA",https://maps.google.com/?q=Fastachi+Handmade+Roasted+Nuts+Watertown+MA,Traditional web store lacking an interactive custom nut tin composer,IG: @fastachinuts / FB: Fastachi,+1 617-924-8787 | contact@fastachi.com,Souren Etyemezian (Co-Founder),"your small-batch hand-roasted nuts are celebrated across Boston, but your store lacks a dynamic gift tin builder where customers can curate their own roasted mix.",High
202,CB's Nuts,USA,"Kingston, WA",https://maps.google.com/?q=CBs+Nuts+Kingston+WA,"Outdated Shopify theme, no corporate wholesale portal",IG: @cbsnuts / FB: CBsNuts,+1 360-297-1213 | info@cbsnuts.com,Clark Blanchard (Founder),"your barrel-roasted pumpkin seeds and organic peanuts have a huge Pacific Northwest following, but your site lacks modern subscription and custom gift bundling features.",High
203,The Superior Nut Company,USA,"Cambridge, MA",https://maps.google.com/?q=The+Superior+Nut+Company+Cambridge+MA,"Legacy BigCommerce store, lacks custom gift tin composer",FB: SuperiorNut / IG: @superiornutcompany,+1 800-237-8887 | customerservice@superiornutstore.com,Paul Krikorian (President),your Boston-roasted heritage cashews and holiday nut tins deserve an interactive custom gift tin builder and mobile-first checkout.,High
204,Bob's Red Mill (Nuts & Seeds),USA,"Milwaukie, OR",https://maps.google.com/?q=Bobs+Red+Mill+Milwaukie+OR,"Large grain & baking catalog, lacks dedicated luxury nut & dried fruit gift box shop",IG: @bobsredmill / FB: BobsRedMillNaturalFoods,+1 800-349-2173 | info@bobsredmill.com,Bob Moore (Founder),your whole almonds, raw pumpkin seeds, and dried fruit baking ingredients deserve a dedicated luxury snacking and gift set boutique.,High
205,Hubs Peanuts (Hubbard Peanut Co.),USA,"Sedley, VA",https://maps.google.com/?q=Hubs+Peanuts+Sedley+VA,"Traditional storefront, slow mobile performance",IG: @hubeanuts / FB: HubsPeanuts,+1 800-889-7688 | contact@hubspeanuts.com,Marshall Rabil (Director of Sales),"Hubs is the original Virginia peanut brand, but your website could dramatically improve direct-to-consumer conversion with high-speed Next.js architecture.",High
206,Nuts.com,USA,"Newark, NJ",https://maps.google.com/?q=Nuts.com+Cranford+NJ,"High traffic web store, lacks corporate VIP gifting configurator",IG: @nutsdotcom / FB: NutsDotCom,+1 800-558-6887 | customercare@nuts.com,Jeffrey Braverman (CEO),your iconic custom trail mix and bulk nuts would see higher average order values with our luxury gift packaging configurator.,High
207,Whitley's Peanut Factory,USA,"Hayes, VA",https://maps.google.com/?q=Whitleys+Peanut+Factory+Hayes+VA,Legacy catalog system with multi-step friction at checkout,IG: @whitleyspeanuts / FB: WhitleysPeanutFactory,+1 800-470-2244 | customerservice@whitleyspeanut.com,Craig Whitley (President),"your artisanal slow-roasted peanuts are famous across the Mid-Atlantic, but the mobile shopping experience needs modern polish and instant payment integration.",High
208,Feridies Gourmet Virginia Peanuts,USA,"Courtland, VA",https://maps.google.com/?q=Feridies+Courtland+VA,"Classic template, lacks interactive snack mix customizer",IG: @feridies / FB: Feridies,+1 866-732-6887 | info@feridies.com,Jane Riddick-Fries (Co-Owner),your extra-large Virginia peanuts and dried fruit snack mixes deserve an ultra-luxurious visual presentation and seamless custom gift packaging module.,High
209,The Nutty Gourmet,USA,"Wheatland, CA",https://maps.google.com/?q=The+Nutty+Gourmet+Wheatland+CA,"Basic web store, lacks custom walnut & nut butter bundle engine",IG: @nuttygourmet / FB: TheNuttyGourmet,+1 530-633-8025 | info@nuttygourmet.com,Ben Erickson (Founder),your sustainably grown California walnuts and flavored walnut snacks would thrive with a high-converting DTC storefront with subscription repeat orders.,High
210,Maisie Jane's California Sunshine Products,USA,"Chico, CA",https://maps.google.com/?q=Maisie+Janes+Chico+CA,"Dated WordPress/WooCommerce site, slow page loads",IG: @maisiejanes / FB: MaisieJanes,+1 530-899-7909 | info@maisiejanes.com,Maisie Jane Hurtado (Founder),"your 4th-generation organic almond orchard and artisanal nut butters deserve a fast, luxury storefront showcasing your regenerative farming story.",High
211,Bates Nut Farm,USA,"Valley Center, CA",https://maps.google.com/?q=Bates+Nut+Farm+Valley+Center+CA,"Local farm tourist site, non-optimized e-commerce cart",IG: @batesnutfarm / FB: BatesNutFarm,+1 760-749-3333 | info@batesnutfarm.biz,Sherrie Bates (General Manager),"your San Diego County farm draws huge seasonal crowds, but your online store is missing out on nationwide recurring nut orders and curated holiday hampers.",High
212,Kopper's Chocolate & Specialty Nuts,USA,"Lakewood, NJ",https://maps.google.com/?q=Koppers+Chocolate+Lakewood+NJ,"B2B layout, lacks high-end consumer gift customizer",IG: @kopperschocolate / FB: KoppersChocolate,+1 800-325-0026 | info@kopperschocolate.com,Leslye Alexander (Vice President),"your chocolate-covered espresso beans, almonds, and dried berries are third-generation classics, yet your online consumer store lacks modern interactive gifting features.",High
